Unique Id,indicator_id,geo_type_id,measurement_type_id,internal_id,subtopic_id,name,Measure,geo_type_name,description,geo_entity_id,geo_entity_name,year_description,data_value,message
560542,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),204,East New York,2007,43.4,
560543,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),204,East New York,2008,46.8,
560545,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),204,East New York,2010,45.4,
560546,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),204,East New York,2011,41.3,
560547,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),204,East New York,2012,41.3,
560549,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),204,East New York,2014,51.5,
560550,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),204,East New York,2015,43.4,
560551,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),204,East New York,2016,52,
560552,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),205,Sunset Park,2005,7.2,
560553,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),205,Sunset Park,2006,10.7,
560554,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),205,Sunset Park,2007,12.7,
560555,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),205,Sunset Park,2008,14.2,
560557,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),205,Sunset Park,2010,9.2,
560558,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),205,Sunset Park,2011,12.6,
560559,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),205,Sunset Park,2012,15.1,
560561,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),205,Sunset Park,2014,12,
560562,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),205,Sunset Park,2015,10,
560563,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),205,Sunset Park,2016,7.4,
560564,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),206,Borough Park,2005,5.7,
560565,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),206,Borough Park,2006,6.2,
560566,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),206,Borough Park,2007,5.3,
560567,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),206,Borough Park,2008,4.8,
560569,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),206,Borough Park,2010,3.4,
560570,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),206,Borough Park,2011,6.7,
560571,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),206,Borough Park,2012,6.2,
560573,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),206,Borough Park,2014,5.3,
560574,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),206,Borough Park,2015,3.2,
560575,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),206,Borough Park,2016,4.5,
560576,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2005,40.5,
560577,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2006,41.6,
560578,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2007,32.8,
560579,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2008,28.2,
560581,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2010,27.2,
560582,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2011,31.3,
560583,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2012,35.1,
560585,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2014,49.7,
560586,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2015,45.8,
560587,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2016,41.4,
560588,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2005,21.8,
560589,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2006,22.7,
560590,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2007,16.4,
560591,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2008,16.5,
560593,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2010,20.4,
560594,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2011,21.6,
560595,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2012,26.9,
560597,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2014,20.8,
560598,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2015,25.7,
560599,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2016,24.8,
560600,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2005,4.1,
560601,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2006,4.4,
560602,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2007,5.1,
560603,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2008,5.3,
560605,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2010,3,Estimate is based on small numbers so should be interpreted with caution.
560606,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2011,6.1,
560607,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2012,7.1,
560609,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2014,2.4,Estimate is based on small numbers so should be interpreted with caution.
560610,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2015,4.8,
560611,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2016,5.8,
560612,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2005,13,
560613,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2006,9.4,
560614,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2007,13.7,
560615,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2008,9.6,
560617,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2010,10,
560618,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2011,9.2,
560619,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2012,11.7,
560621,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2014,9.5,
560622,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2015,8.2,
560623,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2016,9.6,
560624,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2005,77.2,
560625,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2006,61.9,
560626,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2007,57.7,
560627,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2008,60.4,
560629,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2010,54.1,
560630,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2011,52,
560631,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2012,56.4,
560633,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2014,40.7,
560634,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2015,32.1,
560635,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2016,33,
560636,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),301,Washington Heights,2005,27.6,
560637,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),301,Washington Heights,2006,24,
560638,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),301,Washington Heights,2007,20.5,
560639,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),301,Washington Heights,2008,21.1,
560641,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),301,Washington Heights,2010,22.2,
560642,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),301,Washington Heights,2011,21.8,
560643,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),301,Washington Heights,2012,21.2,
560645,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),301,Washington Heights,2014,32.8,
560646,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),301,Washington Heights,2015,26.9,
560647,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),301,Washington Heights,2016,32.4,
560648,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2005,78.4,
560649,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2006,65.7,
560650,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2007,68,
560651,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2008,55.3,
560653,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2010,48.1,
560654,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2011,46.9,
560655,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2012,62.1,
560657,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2014,51,
560658,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2015,46.9,
560659,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2016,62,
560660,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),303,East Harlem,2005,91,
560661,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),303,East Harlem,2006,78.2,
560662,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),303,East Harlem,2007,85.9,
560663,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),303,East Harlem,2008,78.4,
560665,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),303,East Harlem,2010,65.1,
560666,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),303,East Harlem,2011,68.1,
560667,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),303,East Harlem,2012,62.4,
560669,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),303,East Harlem,2014,66.4,
560670,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),303,East Harlem,2015,66.5,
560671,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),303,East Harlem,2016,52.6,
560672,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),304,Upper West Side,2005,22.7,
560673,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),304,Upper West Side,2006,25,
560674,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),304,Upper West Side,2007,20.3,
560675,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),304,Upper West Side,2008,16.1,
560677,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),304,Upper West Side,2010,14.8,
560678,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),304,Upper West Side,2011,20.3,
560679,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),304,Upper West Side,2012,14.5,
560681,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),304,Upper West Side,2014,13.8,
560682,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),304,Upper West Side,2015,8.7,
560683,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),304,Upper West Side,2016,7.2,
560684,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),305,Upper East Side,2005,8.6,
560685,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),305,Upper East Side,2006,6.7,
560686,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),305,Upper East Side,2007,7.7,
560687,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),305,Upper East Side,2008,7,
560689,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),305,Upper East Side,2010,10.3,
560690,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),305,Upper East Side,2011,9.2,
560691,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),305,Upper East Side,2012,9.1,
560693,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),305,Upper East Side,2014,10.8,
560694,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),305,Upper East Side,2015,9.7,
560695,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),305,Upper East Side,2016,7.2,
560696,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2005,26.3,
560697,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2006,13,Estimate is based on small numbers so should be interpreted with caution.
560698,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2007,31.8,
560699,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2008,20.1,
560701,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2010,18,
560702,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2011,14.2,
560703,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2012,21,
560705,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2014,27.3,
560706,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2015,14.8,
560707,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2016,10.5,Estimate is based on small numbers so should be interpreted with caution.
560708,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2005,15.3,Estimate is based on small numbers so should be interpreted with caution.
560709,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2006,20.7,
560710,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2007,18.6,
560711,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2008,20.1,
560713,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2010,8.9,Estimate is based on small numbers so should be interpreted with caution.
560714,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2011,5.6,Estimate is based on small numbers so should be interpreted with caution.
560715,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2012,12.8,Estimate is based on small numbers so should be interpreted with caution.
560717,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2014,14.2,Estimate is based on small numbers so should be interpreted with caution.
560718,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2015,7,Estimate is based on small numbers so should be interpreted with caution.
560719,1201,3,1,2381,11,Asthma Hospitalizations (Children 5 to 17 Yrs Old),Estimated Annual Rate,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2016,13.7,Estimate is based on small numbers so should be interpreted with caution.
